slug,index,Intervention,Time_after_intervention,commits_count,comments,amounts
RustFestEU,5,1,5,3,1,1
RustFestEU,6,1,6,2,0,0
RustPython,-6,0,0,0,0,0
RustPython,-5,0,0,0,0,0
RustPython,-4,0,0,0,0,0
RustPython,-3,0,0,15,0,0
RustPython,-2,0,0,12,0,0
RustPython,-1,0,0,3,0,0
RustPython,0,1,0,2,0,2
RustPython,1,1,1,16,0,0
RustPython,2,1,2,1,0,0
RustPython,3,1,3,0,0,0
RustPython,4,1,4,0,0,0
RustPython,5,1,5,3,0,0
RustPython,6,1,6,2,0,0
SagerNet,-6,0,0,85,0,0
SagerNet,-5,0,0,64,0,0
SagerNet,-4,0,0,22,0,0
SagerNet,-3,0,0,21,0,0
SagerNet,-2,0,0,35,0,0
SagerNet,-1,0,0,20,0,0
SagerNet,0,1,0,1,8,2
SagerNet,1,1,1,31,2,1
SagerNet,2,1,2,1,0,0
SagerNet,3,1,3,16,0,2
SagerNet,4,1,4,28,0,0
SagerNet,5,1,5,9,2,2
SagerNet,6,1,6,3,0,0
SceneView,-6,0,0,0,0,0
SceneView,-5,0,0,0,0,0
SceneView,-4,0,0,0,0,0
SceneView,-3,0,0,9,0,0
SceneView,-2,0,0,1,0,0
SceneView,-1,0,0,5,0,0
SceneView,0,1,0,7,3,1
SceneView,1,1,1,8,3,1
SceneView,2,1,2,2,0,0
SceneView,3,1,3,23,0,0
SceneView,4,1,4,0,0,2
SceneView,5,1,5,0,4,1
SceneView,6,1,6,0,0,0
ScoopInstaller,-6,0,0,0,0,0
ScoopInstaller,-5,0,0,3,0,0
ScoopInstaller,-4,0,0,1,0,0
ScoopInstaller,-3,0,0,8,0,0
ScoopInstaller,-2,0,0,4,0,0
ScoopInstaller,-1,0,0,13,0,0
ScoopInstaller,0,1,0,16,5,3
ScoopInstaller,1,1,1,0,0,0
ScoopInstaller,2,1,2,5,0,0
ScoopInstaller,3,1,3,0,0,0
ScoopInstaller,4,1,4,0,0,1
ScoopInstaller,5,1,5,0,0,0
ScoopInstaller,6,1,6,4,3,1
ScuffleCloud,-6,0,0,3,0,0
ScuffleCloud,-5,0,0,2,0,0
ScuffleCloud,-4,0,0,0,0,0
ScuffleCloud,-3,0,0,24,0,0
ScuffleCloud,-2,0,0,5,0,0
ScuffleCloud,-1,0,0,1,0,0
ScuffleCloud,0,1,0,2,2,1
ScuffleCloud,1,1,1,13,0,0
ScuffleCloud,2,1,2,11,0,0
ScuffleCloud,3,1,3,4,0,0
ScuffleCloud,4,1,4,2,0,0
ScuffleCloud,5,1,5,0,0,0
ScuffleCloud,6,1,6,32,0,0
Sinytra,-6,0,0,18,0,0
Sinytra,-5,0,0,6,0,0
Sinytra,-4,0,0,2,0,0
Sinytra,-3,0,0,9,0,0
Sinytra,-2,0,0,3,0,0
Sinytra,-1,0,0,14,0,0
Sinytra,0,1,0,10,2,1
Sinytra,1,1,1,9,0,1
Sinytra,2,1,2,5,0,0
Sinytra,3,1,3,13,10,2
Sinytra,4,1,4,5,0,1
Sinytra,5,1,5,17,0,1
Sinytra,6,1,6,22,0,1
Sollumz,-6,0,0,6,0,0
Sollumz,-5,0,0,3,0,0
Sollumz,-4,0,0,0,0,0
Sollumz,-3,0,0,9,0,0
Sollumz,-2,0,0,1,0,0
Sollumz,-1,0,0,18,0,0
Sollumz,0,1,0,4,2,5
Sollumz,1,1,1,0,0,2
Sollumz,2,1,2,8,2,12
Sollumz,3,1,3,8,2,3
Sollumz,4,1,4,24,3,4
Sollumz,5,1,5,7,11,4
Sollumz,6,1,6,0,0,0
SonicCloudOrg,-6,0,0,2,0,0
SonicCloudOrg,-5,0,0,0,0,0
SonicCloudOrg,-4,0,0,0,0,0
SonicCloudOrg,-3,0,0,0,0,0
SonicCloudOrg,-2,0,0,0,0,0
SonicCloudOrg,-1,0,0,3,0,0
SonicCloudOrg,0,1,0,2,0,2
SonicCloudOrg,1,1,1,1,0,1
SonicCloudOrg,2,1,2,5,0,0
SonicCloudOrg,3,1,3,0,0,0
SonicCloudOrg,4,1,4,24,0,0
SonicCloudOrg,5,1,5,5,0,0
SonicCloudOrg,6,1,6,10,0,0
Sudan-s-Tech,-6,0,0,22,0,0
Sudan-s-Tech,-5,0,0,0,0,0
Sudan-s-Tech,-4,0,0,21,0,0
Sudan-s-Tech,-3,0,0,7,0,0
Sudan-s-Tech,-2,0,0,7,0,0
Sudan-s-Tech,-1,0,0,16,0,0
Sudan-s-Tech,0,1,0,20,0,2
Sudan-s-Tech,1,1,1,11,0,0
Sudan-s-Tech,2,1,2,15,0,0
Sudan-s-Tech,3,1,3,17,7,8
Sudan-s-Tech,4,1,4,65,0,0
Sudan-s-Tech,5,1,5,1,0,0
Sudan-s-Tech,6,1,6,18,0,0
TampaDevs,-6,0,0,0,0,0
TampaDevs,-5,0,0,0,0,0
TampaDevs,-4,0,0,0,0,0
TampaDevs,-3,0,0,0,0,0
TampaDevs,-2,0,0,0,0,0
TampaDevs,-1,0,0,4,0,0
TampaDevs,0,1,0,7,7,15
TampaDevs,1,1,1,19,0,0
TampaDevs,2,1,2,7,0,2
TampaDevs,3,1,3,10,0,1
TampaDevs,4,1,4,9,0,1
TampaDevs,5,1,5,5,0,5
TampaDevs,6,1,6,40,0,0
TeamUltroid,-6,0,0,0,0,0
TeamUltroid,-5,0,0,4,0,0
TeamUltroid,-4,0,0,0,0,0
TeamUltroid,-3,0,0,12,0,0
TeamUltroid,-2,0,0,3,0,0
TeamUltroid,-1,0,0,6,0,0
TeamUltroid,0,1,0,22,0,1
TeamUltroid,1,1,1,7,0,1
TeamUltroid,2,1,2,1,0,0
TeamUltroid,3,1,3,1,0,0
TeamUltroid,4,1,4,15,0,0
TeamUltroid,5,1,5,0,0,0
TeamUltroid,6,1,6,0,0,0
Thorium-Sim,-6,0,0,0,0,0
Thorium-Sim,-5,0,0,0,0,0
Thorium-Sim,-4,0,0,0,0,0
Thorium-Sim,-3,0,0,0,0,0
Thorium-Sim,-2,0,0,11,0,0
Thorium-Sim,-1,0,0,15,0,0
Thorium-Sim,0,1,0,4,1,2
Thorium-Sim,1,1,1,7,0,0
Thorium-Sim,2,1,2,36,0,0
Thorium-Sim,3,1,3,21,0,0
Thorium-Sim,4,1,4,0,0,0
Thorium-Sim,5,1,5,0,0,0
Thorium-Sim,6,1,6,0,0,0
UbuntuBudgie,-6,0,0,0,0,0
UbuntuBudgie,-5,0,0,2,0,0
UbuntuBudgie,-4,0,0,0,0,0
UbuntuBudgie,-3,0,0,5,0,0
UbuntuBudgie,-2,0,0,0,0,0
UbuntuBudgie,-1,0,0,44,0,0
UbuntuBudgie,0,1,0,53,46,5
UbuntuBudgie,1,1,1,15,4,2
UbuntuBudgie,2,1,2,7,2,2
UbuntuBudgie,3,1,3,2,0,0
UbuntuBudgie,4,1,4,5,5,2
UbuntuBudgie,5,1,5,6,7,3
UbuntuBudgie,6,1,6,3,0,0
Visual-Regression-Tracker,-6,0,0,0,0,0
Visual-Regression-Tracker,-5,0,0,0,0,0
Visual-Regression-Tracker,-4,0,0,0,0,0
Visual-Regression-Tracker,-3,0,0,0,0,0
Visual-Regression-Tracker,-2,0,0,0,0,0
Visual-Regression-Tracker,-1,0,0,7,0,0
Visual-Regression-Tracker,0,1,0,4,2,3
Visual-Regression-Tracker,1,1,1,20,0,1
Visual-Regression-Tracker,2,1,2,42,3,2
Visual-Regression-Tracker,3,1,3,36,0,2
Visual-Regression-Tracker,4,1,4,3,0,0
Visual-Regression-Tracker,5,1,5,0,2,1
Visual-Regression-Tracker,6,1,6,12,0,0
WolvenKit,-6,0,0,1,0,0
WolvenKit,-5,0,0,0,0,0
WolvenKit,-4,0,0,0,0,0
WolvenKit,-3,0,0,0,0,0
WolvenKit,-2,0,0,0,0,0
WolvenKit,-1,0,0,0,0,0
WolvenKit,0,1,0,3,0,1
WolvenKit,1,1,1,56,81,10
WolvenKit,2,1,2,80,21,6
WolvenKit,3,1,3,23,0,1
WolvenKit,4,1,4,16,0,0
WolvenKit,5,1,5,41,0,0
WolvenKit,6,1,6,3,0,0
abelljs,-6,0,0,0,0,0
abelljs,-5,0,0,0,0,0
abelljs,-4,0,0,0,0,0
abelljs,-3,0,0,0,0,0
abelljs,-2,0,0,0,0,0
abelljs,-1,0,0,0,0,0
abelljs,0,1,0,0,19,2
abelljs,1,1,1,0,12,1
abelljs,2,1,2,12,0,0
abelljs,3,1,3,29,28,6
abelljs,4,1,4,25,8,3
abelljs,5,1,5,13,0,0
abelljs,6,1,6,21,1,1
aiogram,-6,0,0,0,0,0
aiogram,-5,0,0,2,0,0
aiogram,-4,0,0,0,0,0
aiogram,-3,0,0,0,0,0
aiogram,-2,0,0,4,0,0
aiogram,-1,0,0,0,0,0
aiogram,0,1,0,7,5,1
aiogram,1,1,1,1,1,1
aiogram,2,1,2,0,0,0
aiogram,3,1,3,7,0,0
aiogram,4,1,4,25,0,0
aiogram,5,1,5,8,0,1
aiogram,6,1,6,5,0,0
allthingslinux,-6,0,0,0,0,0
allthingslinux,-5,0,0,0,0,0
allthingslinux,-4,0,0,5,0,0
allthingslinux,-3,0,0,0,0,0
allthingslinux,-2,0,0,0,0,0
allthingslinux,-1,0,0,0,0,0
allthingslinux,0,1,0,0,0,1
allthingslinux,1,1,1,11,0,3
allthingslinux,2,1,2,13,0,4
allthingslinux,3,1,3,21,0,0
allthingslinux,4,1,4,13,6,7
allthingslinux,5,1,5,13,11,9
allthingslinux,6,1,6,69,5,5
amuzil,-6,0,0,0,0,0
amuzil,-5,0,0,0,0,0
amuzil,-4,0,0,2,0,0
amuzil,-3,0,0,0,0,0
amuzil,-2,0,0,9,0,0
amuzil,-1,0,0,26,0,0
amuzil,0,1,0,35,0,1
amuzil,1,1,1,43,4,3
amuzil,2,1,2,0,0,0
amuzil,3,1,3,0,0,0
amuzil,4,1,4,3,0,0
amuzil,5,1,5,0,0,0
amuzil,6,1,6,0,0,0
anticensority,-6,0,0,0,0,0
anticensority,-5,0,0,39,0,0
anticensority,-4,0,0,2,0,0
anticensority,-3,0,0,1,0,0
anticensority,-2,0,0,2,0,0
anticensority,-1,0,0,0,0,0
anticensority,0,1,0,33,5,1
anticensority,1,1,1,6,0,0
anticensority,2,1,2,1,0,0
anticensority,3,1,3,1,0,0
anticensority,4,1,4,0,0,0
anticensority,5,1,5,0,0,0
anticensority,6,1,6,4,0,0
apollo-elements,-6,0,0,0,0,0
apollo-elements,-5,0,0,17,0,0
apollo-elements,-4,0,0,6,0,0
apollo-elements,-3,0,0,6,0,0
apollo-elements,-2,0,0,1,0,0
apollo-elements,-1,0,0,0,0,0
apollo-elements,0,1,0,23,2,1
apollo-elements,1,1,1,1,0,1
apollo-elements,2,1,2,2,2,1
apollo-elements,3,1,3,0,0,0
apollo-elements,4,1,4,23,0,0
apollo-elements,5,1,5,8,0,0
apollo-elements,6,1,6,0,0,0
arborchat,-6,0,0,0,0,0
arborchat,-5,0,0,0,0,0
arborchat,-4,0,0,0,0,0
arborchat,-3,0,0,0,0,0
arborchat,-2,0,0,7,0,0
arborchat,-1,0,0,27,0,0
arborchat,0,1,0,25,0,1
arborchat,1,1,1,16,17,17
arborchat,2,1,2,23,11,7
arborchat,3,1,3,29,4,7
arborchat,4,1,4,10,0,1
arborchat,5,1,5,0,0,0
arborchat,6,1,6,0,0,0
aspect-build,-6,0,0,0,0,0
aspect-build,-5,0,0,0,0,0
aspect-build,-4,0,0,0,0,0
aspect-build,-3,0,0,0,0,0
aspect-build,-2,0,0,4,0,0
aspect-build,-1,0,0,0,0,0
aspect-build,0,1,0,11,0,1
aspect-build,1,1,1,8,5,1
aspect-build,2,1,2,2,0,0
aspect-build,3,1,3,7,0,0
aspect-build,4,1,4,12,0,0
aspect-build,5,1,5,6,0,0
aspect-build,6,1,6,9,2,5
async-rs,-6,0,0,0,0,0
async-rs,-5,0,0,0,0,0
async-rs,-4,0,0,0,0,0
async-rs,-3,0,0,0,0,0
async-rs,-2,0,0,0,0,0
async-rs,-1,0,0,22,0,0
async-rs,0,1,0,4,1,1
async-rs,1,1,1,31,4,5
async-rs,2,1,2,42,4,4
async-rs,3,1,3,3,8,2
async-rs,4,1,4,25,0,0
async-rs,5,1,5,15,3,1
async-rs,6,1,6,26,0,0
avajs,-6,0,0,0,0,0
avajs,-5,0,0,0,0,0
avajs,-4,0,0,0,0,0
avajs,-3,0,0,0,0,0
avajs,-2,0,0,16,0,0
avajs,-1,0,0,6,0,0
avajs,0,1,0,22,0,1
avajs,1,1,1,7,21,8
avajs,2,1,2,33,0,1
avajs,3,1,3,25,5,5
avajs,4,1,4,22,13,5
avajs,5,1,5,32,1,1
avajs,6,1,6,12,0,0
azerothcore,-6,0,0,15,0,0
azerothcore,-5,0,0,1,0,0
azerothcore,-4,0,0,2,0,0
azerothcore,-3,0,0,3,0,0
azerothcore,-2,0,0,2,0,0
azerothcore,-1,0,0,15,0,0
azerothcore,0,1,0,14,2,1
azerothcore,1,1,1,3,0,0
azerothcore,2,1,2,13,0,0
azerothcore,3,1,3,14,0,0
azerothcore,4,1,4,5,0,0
azerothcore,5,1,5,37,0,0
azerothcore,6,1,6,47,0,0
bastion-rs,-6,0,0,0,0,0
bastion-rs,-5,0,0,7,0,0
bastion-rs,-4,0,0,8,0,0
bastion-rs,-3,0,0,7,0,0
bastion-rs,-2,0,0,0,0,0
bastion-rs,-1,0,0,1,0,0
bastion-rs,0,1,0,0,4,1
bastion-rs,1,1,1,3,0,0
bastion-rs,2,1,2,0,0,0
bastion-rs,3,1,3,27,4,1
bastion-rs,4,1,4,54,0,0
bastion-rs,5,1,5,12,0,0
bastion-rs,6,1,6,3,0,2
bavix,-6,0,0,94,0,0
bavix,-5,0,0,23,0,0
bavix,-4,0,0,0,0,0
bavix,-3,0,0,0,0,0
bavix,-2,0,0,0,0,0
bavix,-1,0,0,39,0,0
bavix,0,1,0,16,0,1
bavix,1,1,1,2,0,0
bavix,2,1,2,0,0,0
bavix,3,1,3,7,0,0
bavix,4,1,4,0,0,0
bavix,5,1,5,5,0,0
bavix,6,1,6,0,0,0
baytechc,-6,0,0,0,0,0
baytechc,-5,0,0,0,0,0
baytechc,-4,0,0,0,0,0
baytechc,-3,0,0,13,0,0
baytechc,-2,0,0,0,0,0
baytechc,-1,0,0,1,0,0
baytechc,0,1,0,8,0,1
baytechc,1,1,1,6,0,0
baytechc,2,1,2,0,0,0
baytechc,3,1,3,0,0,0
baytechc,4,1,4,21,0,0
baytechc,5,1,5,1,0,1
baytechc,6,1,6,3,0,1
blitz-js,-6,0,0,0,0,0
blitz-js,-5,0,0,0,0,0
blitz-js,-4,0,0,2,0,0
blitz-js,-3,0,0,9,0,0
blitz-js,-2,0,0,10,0,0
blitz-js,-1,0,0,27,0,0
blitz-js,0,1,0,12,10,2
blitz-js,1,1,1,2,0,0
blitz-js,2,1,2,7,0,0
blitz-js,3,1,3,2,0,0
blitz-js,4,1,4,18,0,0
blitz-js,5,1,5,11,0,0
blitz-js,6,1,6,4,0,0
bonfire-networks,-6,0,0,4,0,0
bonfire-networks,-5,0,0,7,0,0
bonfire-networks,-4,0,0,0,0,0
bonfire-networks,-3,0,0,8,0,0
bonfire-networks,-2,0,0,14,0,0
bonfire-networks,-1,0,0,6,0,0
bonfire-networks,0,1,0,51,5,1
bonfire-networks,1,1,1,5,0,0
bonfire-networks,2,1,2,5,0,1
bonfire-networks,3,1,3,10,0,0
bonfire-networks,4,1,4,30,0,1
bonfire-networks,5,1,5,26,0,0
bonfire-networks,6,1,6,15,0,0
buape,-6,0,0,18,0,0
buape,-5,0,0,6,0,0
buape,-4,0,0,7,0,0
buape,-3,0,0,13,0,0
buape,-2,0,0,14,0,0
buape,-1,0,0,2,0,0
buape,0,1,0,15,0,1
buape,1,1,1,16,0,0
buape,2,1,2,16,0,1
buape,3,1,3,25,1,1
buape,4,1,4,2,1,1
buape,5,1,5,6,4,4
buape,6,1,6,15,2,2
casbin,-6,0,0,10,0,0
casbin,-5,0,0,0,0,0
casbin,-4,0,0,5,0,0
casbin,-3,0,0,15,0,0
casbin,-2,0,0,10,0,0
casbin,-1,0,0,3,0,0
casbin,0,1,0,2,11,1
casbin,1,1,1,6,0,0
casbin,2,1,2,7,0,0
casbin,3,1,3,6,0,0
casbin,4,1,4,10,0,0
casbin,5,1,5,10,0,0
casbin,6,1,6,4,0,0
catenarytransit,-6,0,0,0,0,0
catenarytransit,-5,0,0,0,0,0
catenarytransit,-4,0,0,15,0,0
catenarytransit,-3,0,0,21,0,0
catenarytransit,-2,0,0,3,0,0
catenarytransit,-1,0,0,23,0,0
catenarytransit,0,1,0,96,0,4
catenarytransit,1,1,1,33,2,7
catenarytransit,2,1,2,74,0,7
catenarytransit,3,1,3,35,2,14
catenarytransit,4,1,4,32,2,4
catenarytransit,5,1,5,37,0,4
catenarytransit,6,1,6,2,1,5
chatwoot,-6,0,0,0,0,0
chatwoot,-5,0,0,0,0,0
chatwoot,-4,0,0,3,0,0
chatwoot,-3,0,0,13,0,0
chatwoot,-2,0,0,6,0,0
chatwoot,-1,0,0,24,0,0
chatwoot,0,1,0,4,3,1
chatwoot,1,1,1,2,0,0
chatwoot,2,1,2,5,0,1
chatwoot,3,1,3,4,0,2
chatwoot,4,1,4,9,0,2
chatwoot,5,1,5,35,0,0
chatwoot,6,1,6,8,0,0
clio-lang,-6,0,0,0,0,0
clio-lang,-5,0,0,0,0,0
clio-lang,-4,0,0,0,0,0
clio-lang,-3,0,0,20,0,0
clio-lang,-2,0,0,62,0,0
clio-lang,-1,0,0,48,0,0
clio-lang,0,1,0,5,9,1
clio-lang,1,1,1,2,0,0
clio-lang,2,1,2,0,0,0
clio-lang,3,1,3,0,0,0
clio-lang,4,1,4,0,0,0
clio-lang,5,1,5,0,0,0
clio-lang,6,1,6,0,0,0
code-hike,-6,0,0,1,0,0
code-hike,-5,0,0,0,0,0
code-hike,-4,0,0,0,0,0
code-hike,-3,0,0,6,0,0
code-hike,-2,0,0,6,0,0
code-hike,-1,0,0,29,0,0
code-hike,0,1,0,3,0,1
code-hike,1,1,1,0,0,0
code-hike,2,1,2,1,0,0
code-hike,3,1,3,0,0,3
code-hike,4,1,4,5,0,1
code-hike,5,1,5,3,0,1
code-hike,6,1,6,27,0,1
codebar,-6,0,0,12,0,0
codebar,-5,0,0,17,0,0
codebar,-4,0,0,0,0,0
codebar,-3,0,0,3,0,0
codebar,-2,0,0,16,0,0
codebar,-1,0,0,5,0,0
codebar,0,1,0,23,3,1
codebar,1,1,1,0,0,0
codebar,2,1,2,6,0,0
codebar,3,1,3,4,0,0
codebar,4,1,4,0,10,1
codebar,5,1,5,0,6,2
codebar,6,1,6,3,0,0
comunica,-6,0,0,35,0,0
comunica,-5,0,0,5,0,0
comunica,-4,0,0,19,0,0
comunica,-3,0,0,34,0,0
comunica,-2,0,0,1,0,0
comunica,-1,0,0,1,0,0
comunica,0,1,0,0,0,1
comunica,1,1,1,0,0,0
comunica,2,1,2,21,0,1
comunica,3,1,3,5,0,0
comunica,4,1,4,57,1,2
comunica,5,1,5,28,0,0
comunica,6,1,6,44,0,0
consento-org,-6,0,0,0,0,0
consento-org,-5,0,0,0,0,0
consento-org,-4,0,0,0,0,0
consento-org,-3,0,0,0,0,0
consento-org,-2,0,0,0,0,0
consento-org,-1,0,0,26,0,0
consento-org,0,1,0,21,0,2
consento-org,1,1,1,10,0,0
consento-org,2,1,2,31,0,0
consento-org,3,1,3,3,0,0
consento-org,4,1,4,0,0,0
consento-org,5,1,5,0,0,0
consento-org,6,1,6,12,3,8
coopcycle,-6,0,0,9,0,0
coopcycle,-5,0,0,0,0,0
coopcycle,-4,0,0,1,0,0
coopcycle,-3,0,0,0,0,0
coopcycle,-2,0,0,0,0,0
coopcycle,-1,0,0,2,0,0
coopcycle,0,1,0,0,7,1
coopcycle,1,1,1,4,1,1
coopcycle,2,1,2,5,0,3
coopcycle,3,1,3,14,3,8
coopcycle,4,1,4,15,4,4
coopcycle,5,1,5,4,1,2
coopcycle,6,1,6,0,0,0
cpeditor,-6,0,0,0,0,0
cpeditor,-5,0,0,0,0,0
cpeditor,-4,0,0,0,0,0
cpeditor,-3,0,0,0,0,0
cpeditor,-2,0,0,0,0,0
cpeditor,-1,0,0,0,0,0
cpeditor,0,1,0,0,11,1
cpeditor,1,1,1,4,0,2
cpeditor,2,1,2,11,4,1
cpeditor,3,1,3,17,0,0
cpeditor,4,1,4,15,0,0
cpeditor,5,1,5,16,0,0
cpeditor,6,1,6,3,0,1
csstools,-6,0,0,0,0,0
csstools,-5,0,0,0,0,0
csstools,-4,0,0,0,0,0
csstools,-3,0,0,0,0,0
csstools,-2,0,0,0,0,0
csstools,-1,0,0,0,0,0
csstools,0,1,0,41,0,1
csstools,1,1,1,36,1,2
csstools,2,1,2,13,0,0
csstools,3,1,3,37,0,0
csstools,4,1,4,15,0,0
csstools,5,1,5,0,0,0
csstools,6,1,6,4,0,0
denosaurs,-6,0,0,5,0,0
denosaurs,-5,0,0,2,0,0
denosaurs,-4,0,0,2,0,0
denosaurs,-3,0,0,4,0,0
denosaurs,-2,0,0,0,0,0
denosaurs,-1,0,0,1,0,0
denosaurs,0,1,0,28,1,1
denosaurs,1,1,1,37,38,2
denosaurs,2,1,2,30,0,0
denosaurs,3,1,3,66,2,1
denosaurs,4,1,4,88,6,2
denosaurs,5,1,5,77,14,5
denosaurs,6,1,6,42,0,0
devops-kung-fu,-6,0,0,0,0,0
devops-kung-fu,-5,0,0,0,0,0
devops-kung-fu,-4,0,0,0,0,0
devops-kung-fu,-3,0,0,0,0,0
devops-kung-fu,-2,0,0,0,0,0
devops-kung-fu,-1,0,0,12,0,0
devops-kung-fu,0,1,0,9,0,2
devops-kung-fu,1,1,1,10,0,0
devops-kung-fu,2,1,2,1,0,0
devops-kung-fu,3,1,3,17,0,0
devops-kung-fu,4,1,4,34,0,0
devops-kung-fu,5,1,5,46,0,0
devops-kung-fu,6,1,6,4,0,0
devopsfaith,-6,0,0,0,0,0
devopsfaith,-5,0,0,0,0,0
devopsfaith,-4,0,0,0,0,0
devopsfaith,-3,0,0,4,0,0
devopsfaith,-2,0,0,0,0,0
devopsfaith,-1,0,0,12,0,0
devopsfaith,0,1,0,25,0,2
devopsfaith,1,1,1,16,0,1
devopsfaith,2,1,2,14,0,0
devopsfaith,3,1,3,10,0,0
devopsfaith,4,1,4,10,0,0
devopsfaith,5,1,5,5,0,1
devopsfaith,6,1,6,0,0,0
docToolchain,-6,0,0,0,0,0
docToolchain,-5,0,0,0,0,0
docToolchain,-4,0,0,36,0,0
docToolchain,-3,0,0,6,0,0
docToolchain,-2,0,0,15,0,0
docToolchain,-1,0,0,26,0,0
docToolchain,0,1,0,11,0,2
docToolchain,1,1,1,12,0,0
docToolchain,2,1,2,0,0,0
docToolchain,3,1,3,19,0,0
docToolchain,4,1,4,12,0,0
docToolchain,5,1,5,5,0,0
docToolchain,6,1,6,6,0,1
docksal,-6,0,0,40,0,0
docksal,-5,0,0,11,0,0
docksal,-4,0,0,12,0,0
docksal,-3,0,0,4,0,0
docksal,-2,0,0,4,0,0
docksal,-1,0,0,12,0,0
docksal,0,1,0,22,0,4
docksal,1,1,1,6,0,0
docksal,2,1,2,2,0,0
docksal,3,1,3,0,0,0
docksal,4,1,4,22,0,0
docksal,5,1,5,6,1,2
docksal,6,1,6,0,0,0
dribdat,-6,0,0,0,0,0
dribdat,-5,0,0,17,0,0
dribdat,-4,0,0,0,0,0
dribdat,-3,0,0,0,0,0
dribdat,-2,0,0,8,0,0
dribdat,-1,0,0,35,0,0
dribdat,0,1,0,1,0,1
dribdat,1,1,1,1,0,0
dribdat,2,1,2,2,0,0
dribdat,3,1,3,4,0,0
dribdat,4,1,4,3,0,0
dribdat,5,1,5,5,0,0
dribdat,6,1,6,5,0,0
entropic-dev,-6,0,0,0,0,0
entropic-dev,-5,0,0,0,0,0
entropic-dev,-4,0,0,0,0,0
entropic-dev,-3,0,0,0,0,0
entropic-dev,-2,0,0,0,0,0
entropic-dev,-1,0,0,24,0,0
entropic-dev,0,1,0,19,2,3
entropic-dev,1,1,1,0,0,0
entropic-dev,2,1,2,0,0,1
entropic-dev,3,1,3,0,0,0
entropic-dev,4,1,4,11,0,2
entropic-dev,5,1,5,43,15,12
entropic-dev,6,1,6,15,0,0
esm-dev,-6,0,0,4,0,0
esm-dev,-5,0,0,6,0,0
esm-dev,-4,0,0,6,0,0
esm-dev,-3,0,0,4,0,0
esm-dev,-2,0,0,43,0,0
esm-dev,-1,0,0,15,0,0
esm-dev,0,1,0,29,2,5
esm-dev,1,1,1,35,42,25
esm-dev,2,1,2,0,0,0
esm-dev,3,1,3,0,0,0
esm-dev,4,1,4,0,0,0
esm-dev,5,1,5,0,0,0
esm-dev,6,1,6,0,0,0
ferdium,-6,0,0,4,0,0
ferdium,-5,0,0,7,0,0
ferdium,-4,0,0,3,0,0
ferdium,-3,0,0,8,0,0
ferdium,-2,0,0,3,0,0
ferdium,-1,0,0,17,0,0
ferdium,0,1,0,6,5,4
ferdium,1,1,1,7,0,0
ferdium,2,1,2,1,0,0
ferdium,3,1,3,1,3,1
ferdium,4,1,4,1,0,0
ferdium,5,1,5,0,0,0
ferdium,6,1,6,7,0,0
fosuniverse,-6,0,0,0,0,0
fosuniverse,-5,0,0,3,0,0
fosuniverse,-4,0,0,2,0,0
fosuniverse,-3,0,0,11,0,0
fosuniverse,-2,0,0,2,0,0
fosuniverse,-1,0,0,7,0,0
fosuniverse,0,1,0,11,0,4
fosuniverse,1,1,1,18,0,2
fosuniverse,2,1,2,5,0,0
fosuniverse,3,1,3,26,0,0
fosuniverse,4,1,4,41,0,0
fosuniverse,5,1,5,8,0,1
fosuniverse,6,1,6,5,0,0
freshOS,-6,0,0,0,0,0
freshOS,-5,0,0,0,0,0
freshOS,-4,0,0,0,0,0
freshOS,-3,0,0,0,0,0
freshOS,-2,0,0,0,0,0
freshOS,-1,0,0,0,0,0
freshOS,0,1,0,0,15,1
freshOS,1,1,1,0,0,0
freshOS,2,1,2,26,0,0
freshOS,3,1,3,13,0,0
freshOS,4,1,4,46,0,0
freshOS,5,1,5,0,0,0
freshOS,6,1,6,0,0,0
fullstackhero,-6,0,0,0,0,0
fullstackhero,-5,0,0,4,0,0
fullstackhero,-4,0,0,10,0,0
fullstackhero,-3,0,0,4,0,0
fullstackhero,-2,0,0,4,0,0
fullstackhero,-1,0,0,0,0,0
fullstackhero,0,1,0,6,4,2
fullstackhero,1,1,1,0,0,0
fullstackhero,2,1,2,0,0,0
fullstackhero,3,1,3,9,3,1
fullstackhero,4,1,4,30,2,1
fullstackhero,5,1,5,7,0,1
fullstackhero,6,1,6,2,0,3
gfx-rs,-6,0,0,0,0,0
gfx-rs,-5,0,0,0,0,0
gfx-rs,-4,0,0,0,0,0
gfx-rs,-3,0,0,0,0,0
gfx-rs,-2,0,0,0,0,0
gfx-rs,-1,0,0,0,0,0
gfx-rs,0,1,0,0,0,1
gfx-rs,1,1,1,0,0,0
gfx-rs,2,1,2,0,2,1
gfx-rs,3,1,3,21,0,0
gfx-rs,4,1,4,5,2,1
gfx-rs,5,1,5,13,10,3
gfx-rs,6,1,6,24,0,0
grain-lang,-6,0,0,0,0,0
grain-lang,-5,0,0,3,0,0
grain-lang,-4,0,0,22,0,0
grain-lang,-3,0,0,8,0,0
grain-lang,-2,0,0,0,0,0
grain-lang,-1,0,0,0,0,0
grain-lang,0,1,0,15,3,1
grain-lang,1,1,1,4,5,1
grain-lang,2,1,2,0,0,0
grain-lang,3,1,3,14,0,0
grain-lang,4,1,4,10,0,1
grain-lang,5,1,5,2,0,0
grain-lang,6,1,6,13,0,2
hack-pad,-6,0,0,0,0,0
hack-pad,-5,0,0,0,0,0
