Slug,Base,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6
mingyaulee-gh,2023-10,0,0,0,0,17,8,19,1,0,53,47,6,38
keyviz,2023-03,2,0,0,22,11,9,13,10,5,20,39,5,11
kaetram,2023-10,0,0,0,0,0,0,0,0,0,0,0,0,0
whisparr,2023-09,1,93,84,51,114,22,70,100,1,64,6,0,1
levilamina,2023-09,0,0,0,0,0,0,0,0,0,0,0,0,0
mapstruct,2023-09,0,0,0,0,0,0,0,0,0,0,0,0,0
centrifugal,2024-01,2,0,0,0,0,0,0,0,0,0,0,0,2
substitute-js,2024-02,0,0,0,0,0,0,0,3,0,0,0,0,0
datarhei,2023-04,5,18,0,0,2,0,0,2,0,0,0,0,0
mellium,2023-08,3,0,0,0,1,1,11,0,0,0,0,0,0
nodejs-mobile,2023-09,10,0,1,1,0,0,4,40,0,3,4,2,0
univer,2023-12,41,45,14,110,103,193,256,187,86,205,199,158,172
lycheeorg,2024-02,0,0,0,0,0,0,0,0,0,0,0,0,0
flutter_html,2023-12,1,0,0,0,0,0,0,0,0,0,0,0,0
dyrectorio-platform,2023-05,45,38,19,20,1,0,64,80,43,26,25,22,7
portmaster,2024-02,0,0,0,0,8,71,335,310,289,365,238,206,246
wearedotnet,2023-04,0,0,0,0,0,0,0,0,0,0,0,0,0
commitizen-tools,2023-03,0,0,0,0,0,0,0,0,0,0,0,0,0
jsprimer,2023-08,0,0,0,0,0,0,0,0,0,0,0,0,0
portable-ascii,2023-12,0,0,0,0,0,0,0,0,0,0,0,0,0
inure,2023-02,0,0,0,0,0,0,0,0,0,0,0,0,0
mobx-react-form,2023-07,0,0,29,22,0,1,5,0,0,2,0,2,18
mongoke,2023-08,0,0,0,0,0,0,0,0,0,0,0,0,0
komapper,2023-02,23,20,13,17,20,38,41,19,36,7,22,20,20
git-history,2023-03,1,0,0,0,0,0,2,0,0,0,0,0,0
smw,2023-12,0,0,2,4,16,0,1,0,3,3,0,0,1
sktime,2023-07,78,47,71,85,76,45,88,106,65,102,53,66,106
listr2,2023-04,0,0,0,0,0,0,0,0,0,0,0,0,0
kuma-ui,2023-08,0,3,133,57,33,45,49,18,16,11,4,6,2
